species,subset_size,hour,expected_abundance
Eurasian Nuthatch,50,0,0.007929883138564273
Eurasian Nuthatch,50,1,0.005008347245409015
Eurasian Nuthatch,50,2,0.006900389538119087
Eurasian Nuthatch,50,3,0.2988313856427379
Eurasian Nuthatch,50,4,0.025297755767442382
Eurasian Nuthatch,50,5,0.0274066160264145
Eurasian Nuthatch,50,6,0.053482798729637765
Eurasian Nuthatch,50,7,0.038837288796025056
Eurasian Nuthatch,50,8,0.03702793534194682
Eurasian Nuthatch,50,9,0.05834974378284135
Eurasian Nuthatch,50,10,0.06635984259209225
Eurasian Nuthatch,50,11,0.0484204519886185
Eurasian Nuthatch,50,12,0.04594976028205708
Eurasian Nuthatch,50,13,0.04128731481415139
Eurasian Nuthatch,50,14,0.05509597169721557
Eurasian Nuthatch,50,15,0.11672460611935251
Eurasian Nuthatch,50,16,0.060213805404237646
Eurasian Nuthatch,50,17,0.048382168160125534
Eurasian Nuthatch,50,18,0.1309379597930946
Eurasian Nuthatch,50,19,0.08806952600207654
Eurasian Nuthatch,50,20,0.06330158106648336
Eurasian Nuthatch,50,21,0.07656867613078784
Eurasian Nuthatch,50,22,0.012576516416249304
Eurasian Nuthatch,50,23,0.005008347245409015
Eurasian Nuthatch,52,0,0.009146341463414634
Eurasian Nuthatch,52,1,0.005679919812896759
Eurasian Nuthatch,52,2,0.007907339347366076
Eurasian Nuthatch,52,3,0.2984964918142332
Eurasian Nuthatch,52,4,0.02565606101036647
Eurasian Nuthatch,52,5,0.027906801789923778
Eurasian Nuthatch,52,6,0.05368409024304608
Eurasian Nuthatch,52,7,0.03947664513260968
Eurasian Nuthatch,52,8,0.03748609421029795
Eurasian Nuthatch,52,9,0.058625524406404894
Eurasian Nuthatch,52,10,0.06658139292648206
Eurasian Nuthatch,52,11,0.048867929866684444
Eurasian Nuthatch,52,12,0.046358220044804443
Eurasian Nuthatch,52,13,0.04152770388895023
Eurasian Nuthatch,52,14,0.05528328333180415
Eurasian Nuthatch,52,15,0.11657662082200483
Eurasian Nuthatch,52,16,0.06048674330934903
Eurasian Nuthatch,52,17,0.04875820377110785
Eurasian Nuthatch,52,18,0.13033966213817125
Eurasian Nuthatch,52,19,0.08799398627762658
Eurasian Nuthatch,52,20,0.06354969875242669
Eurasian Nuthatch,52,21,0.07561828497563793
Eurasian Nuthatch,52,22,0.013513011842447192
Eurasian Nuthatch,52,23,0.005679919812896759
Eurasian Nuthatch,54,0,0.006464798131464798
Eurasian Nuthatch,54,1,0.005005005005005005
Eurasian Nuthatch,54,2,0.005894783672561451
Eurasian Nuthatch,54,3,0.2967634300967634
Eurasian Nuthatch,54,4,0.022645128349826335
Eurasian Nuthatch,54,5,0.0255420398776835
Eurasian Nuthatch,54,6,0.05131675731036587
Eurasian Nuthatch,54,7,0.037318707013559105
Eurasian Nuthatch,54,8,0.03512991438688033
Eurasian Nuthatch,54,9,0.05642530112510515
Eurasian Nuthatch,54,10,0.0641679915766609
Eurasian Nuthatch,54,11,0.046653343864680265
Eurasian Nuthatch,54,12,0.04424553410650393
Eurasian Nuthatch,54,13,0.03892170663749109
Eurasian Nuthatch,54,14,0.05275246461199253
Eurasian Nuthatch,54,15,0.11397750361110505
Eurasian Nuthatch,54,16,0.05811492713123434
Eurasian Nuthatch,54,17,0.046436011983715164
Eurasian Nuthatch,54,18,0.12770931407368133
Eurasian Nuthatch,54,19,0.08506044362988162
Eurasian Nuthatch,54,20,0.06054229610874492
Eurasian Nuthatch,54,21,0.07118437719530617
Eurasian Nuthatch,54,22,0.009750491231972714
Eurasian Nuthatch,54,23,0.005005005005005005
Eurasian Nuthatch,56,0,0.005420280186791194
Eurasian Nuthatch,56,1,0.003669112741827885
Eurasian Nuthatch,56,2,0.004669779853235491
Eurasian Nuthatch,56,3,0.29586390927284856
Eurasian Nuthatch,56,4,0.02165761514387668
Eurasian Nuthatch,56,5,0.02455102169291701
Eurasian Nuthatch,56,6,0.05040251186827872
Eurasian Nuthatch,56,7,0.03638540298703678
Eurasian Nuthatch,56,8,0.03418715596854996
Eurasian Nuthatch,56,9,0.05553599959210291
Eurasian Nuthatch,56,10,0.06330303867162625
Eurasian Nuthatch,56,11,0.04575231673162923
Eurasian Nuthatch,56,12,0.043321861912689164
Eurasian Nuthatch,56,13,0.03800836227489762
Eurasian Nuthatch,56,14,0.05189527618297057
Eurasian Nuthatch,56,15,0.11325896058881588
Eurasian Nuthatch,56,16,0.057243317393078814
Eurasian Nuthatch,56,17,0.04552991157827244
Eurasian Nuthatch,56,18,0.12705447304152276
Eurasian Nuthatch,56,19,0.08434156599832618
Eurasian Nuthatch,56,20,0.059607276310568696
Eurasian Nuthatch,56,21,0.07034353894008964
Eurasian Nuthatch,56,22,0.009080127492402341
Eurasian Nuthatch,56,23,0.003669112741827885
Eurasian Nuthatch,58,0,0.0055055055055055055
Eurasian Nuthatch,58,1,0.004671338004671338
Eurasian Nuthatch,58,2,0.005561116672227783
Eurasian Nuthatch,58,3,0.30076743410076745
Eurasian Nuthatch,58,4,0.021509764798355403
Eurasian Nuthatch,58,5,0.024767436709857184
Eurasian Nuthatch,58,6,0.05072665439195147
Eurasian Nuthatch,58,7,0.03672906542694569
Eurasian Nuthatch,58,8,0.0344486742835556
Eurasian Nuthatch,58,9,0.055934118690220594
Eurasian Nuthatch,58,10,0.06357360578447083
Eurasian Nuthatch,58,11,0.04610773094898727
Eurasian Nuthatch,58,12,0.04371397508054002
Eurasian Nuthatch,58,13,0.03813828134285931
Eurasian Nuthatch,58,14,0.05213607389773193
Eurasian Nuthatch,58,15,0.11367872404512261
Eurasian Nuthatch,58,16,0.05752464721428425
Eurasian Nuthatch,58,17,0.04585710563331293
Eurasian Nuthatch,58,18,0.12751632481492586
Eurasian Nuthatch,58,19,0.08443448867663142
Eurasian Nuthatch,58,20,0.05949522507256711
Eurasian Nuthatch,58,21,0.06959574719137561
Eurasian Nuthatch,58,22,0.008341675008341674
Eurasian Nuthatch,58,23,0.004671338004671338
Eurasian Nuthatch,60,0,0.003502334889926618
Eurasian Nuthatch,60,1,0.0020013342228152103
Eurasian Nuthatch,60,2,0.0031131865688236605
Eurasian Nuthatch,60,3,0.29693128752501663
Eurasian Nuthatch,60,4,0.019051291465003513
Eurasian Nuthatch,60,5,0.022447877994132216
Eurasian Nuthatch,60,6,0.04835807188487623
Eurasian Nuthatch,60,7,0.034459311099083526
Eurasian Nuthatch,60,8,0.032109045944895234
Eurasian Nuthatch,60,9,0.05360004834864076
Eurasian Nuthatch,60,10,0.061280679642949545
Eurasian Nuthatch,60,11,0.04383759673484828
Eurasian Nuthatch,60,12,0.04137054407923356
Eurasian Nuthatch,60,13,0.03571403348536602
Eurasian Nuthatch,60,14,0.049742776128242086
Eurasian Nuthatch,60,15,0.11132341770550978
Eurasian Nuthatch,60,16,0.0552316308364791
Eurasian Nuthatch,60,17,0.04352504142926852
Eurasian Nuthatch,60,18,0.12509899669404945
Eurasian Nuthatch,60,19,0.08207205484876587
Eurasian Nuthatch,60,20,0.0572620308964146
Eurasian Nuthatch,60,21,0.06683222069982643
Eurasian Nuthatch,60,22,0.006226373137647321
Eurasian Nuthatch,60,23,0.0020013342228152103
Eurasian Nuthatch,62,0,0.003627418278852568
Eurasian Nuthatch,62,1,0.00266844563042028
Eurasian Nuthatch,62,2,0.003446742272626195
Eurasian Nuthatch,62,3,0.295663775850567
Eurasian Nuthatch,62,4,0.019321605902816643
Eurasian Nuthatch,62,5,0.022758463583269124
Eurasian Nuthatch,62,6,0.04859432147356047
Eurasian Nuthatch,62,7,0.034787459051433774
Eurasian Nuthatch,62,8,0.03242206720015456
Eurasian Nuthatch,62,9,0.05382619234130433
Eurasian Nuthatch,62,10,0.06151536193540346
Eurasian Nuthatch,62,11,0.04408465187957985
Eurasian Nuthatch,62,12,0.041647568368739556
Eurasian Nuthatch,62,13,0.036001969839692845
Eurasian Nuthatch,62,14,0.0499626118045306
Eurasian Nuthatch,62,15,0.11145282863157335
Eurasian Nuthatch,62,16,0.05545464467105723
Eurasian Nuthatch,62,17,0.04377476621634682
Eurasian Nuthatch,62,18,0.1251057546967314
Eurasian Nuthatch,62,19,0.08221613603991142
Eurasian Nuthatch,62,20,0.057483038801466775
Eurasian Nuthatch,62,21,0.06676816550612195
Eurasian Nuthatch,62,22,0.0063375583722481655
Eurasian Nuthatch,62,23,0.00266844563042028
Eurasian Nuthatch,64,0,0.006208333333333333
Eurasian Nuthatch,64,1,0.004333333333333333
Eurasian Nuthatch,64,2,0.005555555555555556
Eurasian Nuthatch,64,3,0.3002666666666666
Eurasian Nuthatch,64,4,0.02071476510067114
Eurasian Nuthatch,64,5,0.024514069071737456
Eurasian Nuthatch,64,6,0.05036900802191351
Eurasian Nuthatch,64,7,0.036727090612625204
Eurasian Nuthatch,64,8,0.034228387711359845
Eurasian Nuthatch,64,9,0.05570122928915019
Eurasian Nuthatch,64,10,0.06325104107514669
Eurasian Nuthatch,64,11,0.046039188958936786
Eurasian Nuthatch,64,12,0.043539911834520176
Eurasian Nuthatch,64,13,0.037553934191702436
Eurasian Nuthatch,64,14,0.05160241796200346
Eurasian Nuthatch,64,15,0.11310506830077877
Eurasian Nuthatch,64,16,0.05723373662984394
Eurasian Nuthatch,64,17,0.04557037691401649
Eurasian Nuthatch,64,18,0.12666103875221096
Eurasian Nuthatch,64,19,0.08376048923982041
Eurasian Nuthatch,64,20,0.05885294117647059
Eurasian Nuthatch,64,21,0.0669016393442623
Eurasian Nuthatch,64,22,0.008
Eurasian Nuthatch,64,23,0.004333333333333333
Eurasian Nuthatch,66,0,0.0057121414276184125
Eurasian Nuthatch,66,1,0.004336224149432955
Eurasian Nuthatch,66,2,0.00511452079163887
Eurasian Nuthatch,66,3,0.295663775850567
Eurasian Nuthatch,66,4,0.019877905180634963
Eurasian Nuthatch,66,5,0.023844579521232864
Eurasian Nuthatch,66,6,0.049542974518067155
Eurasian Nuthatch,66,7,0.03604937650024312
Eurasian Nuthatch,66,8,0.033480882150376985
Eurasian Nuthatch,66,9,0.05487428105464217
Eurasian Nuthatch,66,10,0.06235450739637518
Eurasian Nuthatch,66,11,0.04524365707086373
Eurasian Nuthatch,66,12,0.042756751364253005
Eurasian Nuthatch,66,13,0.0367607016981278
Eurasian Nuthatch,66,14,0.050731806235821
Eurasian Nuthatch,66,15,0.11196357382644219
Eurasian Nuthatch,66,16,0.056411796887913
Eurasian Nuthatch,66,17,0.04483362877961044
Eurasian Nuthatch,66,18,0.12537832747157052
Eurasian Nuthatch,66,19,0.08257184616342773
Eurasian Nuthatch,66,20,0.05799509040885645
Eurasian Nuthatch,66,21,0.06587920440324775
Eurasian Nuthatch,66,22,0.007227040249054926
Eurasian Nuthatch,66,23,0.004336224149432955
Eurasian Nuthatch,68,0,0.0017083333333333334
Eurasian Nuthatch,68,1,0.0003333333333333333
Eurasian Nuthatch,68,2,0.0014444444444444444
Eurasian Nuthatch,68,3,0.29579999999999995
Eurasian Nuthatch,68,4,0.01617729306487696
Eurasian Nuthatch,68,5,0.020097594929210354
Eurasian Nuthatch,68,6,0.04586379051718516
Eurasian Nuthatch,68,7,0.032365059399021665
Eurasian Nuthatch,68,8,0.02978141621020878
Eurasian Nuthatch,68,9,0.05128580972741849
Eurasian Nuthatch,68,10,0.05881951542684081
Eurasian Nuthatch,68,11,0.04166161185891975
Eurasian Nuthatch,68,12,0.03915937605968125
Eurasian Nuthatch,68,13,0.03305360038149738
Eurasian Nuthatch,68,14,0.047132757628094414
Eurasian Nuthatch,68,15,0.10863909102515
Eurasian Nuthatch,68,16,0.05280869717692442
Eurasian Nuthatch,68,17,0.04113368669022379
Eurasian Nuthatch,68,18,0.12211625663289917
Eurasian Nuthatch,68,19,0.07920777210094442
Eurasian Nuthatch,68,20,0.054397875816993464
Eurasian Nuthatch,68,21,0.0621295862607338
Eurasian Nuthatch,68,22,0.004
Eurasian Nuthatch,68,23,0.0003333333333333333
Eurasian Nuthatch,70,0,0.004044362908605737
Eurasian Nuthatch,70,1,0.00266844563042028
Eurasian Nuthatch,70,2,0.0036691127418278856
Eurasian Nuthatch,70,3,0.3014676450967312
Eurasian Nuthatch,70,4,0.018725570962297013
Eurasian Nuthatch,70,5,0.02263810018242124
Eurasian Nuthatch,70,6,0.04864545449917763
Eurasian Nuthatch,70,7,0.03489761867800057
Eurasian Nuthatch,70,8,0.032367891208253306
Eurasian Nuthatch,70,9,0.05398566084854717
Eurasian Nuthatch,70,10,0.06153932263757894
Eurasian Nuthatch,70,11,0.04426259751062531
Eurasian Nuthatch,70,12,0.04177657943545952
Eurasian Nuthatch,70,13,0.03570725738952339
Eurasian Nuthatch,70,14,0.04983195475164214
Eurasian Nuthatch,70,15,0.11159782507884103
Eurasian Nuthatch,70,16,0.05546394422513483
Eurasian Nuthatch,70,17,0.043826037146083255
Eurasian Nuthatch,70,18,0.12523866208280998
Eurasian Nuthatch,70,19,0.08200357755146874
Eurasian Nuthatch,70,20,0.05700314370800577
Eurasian Nuthatch,70,21,0.06495040409453297
Eurasian Nuthatch,70,22,0.00578163219924394
Eurasian Nuthatch,70,23,0.00266844563042028
Eurasian Nuthatch,72,0,0.001833944648216072
Eurasian Nuthatch,72,1,0.0010003334444814939
Eurasian Nuthatch,72,2,0.0015560742469712128
Eurasian Nuthatch,72,3,0.3021007002334112
Eurasian Nuthatch,72,4,0.016799223902374618
Eurasian Nuthatch,72,5,0.020864131418013694
Eurasian Nuthatch,72,6,0.04701789006953273
Eurasian Nuthatch,72,7,0.03316297605840661
Eurasian Nuthatch,72,8,0.030654975013104713
Eurasian Nuthatch,72,9,0.05242973383787826
Eurasian Nuthatch,72,10,0.059989852759930004
Eurasian Nuthatch,72,11,0.04262186333366873
Eurasian Nuthatch,72,12,0.04015193942233033
Eurasian Nuthatch,72,13,0.0340444430451543
Eurasian Nuthatch,72,14,0.04826260451814393
Eurasian Nuthatch,72,15,0.11038519286845136
Eurasian Nuthatch,72,16,0.0538917145624028
Eurasian Nuthatch,72,17,0.04212667473374517
Eurasian Nuthatch,72,18,0.12423404682088111
Eurasian Nuthatch,72,19,0.08061457860159921
Eurasian Nuthatch,72,20,0.055331897124749646
Eurasian Nuthatch,72,21,0.0634583112403588
Eurasian Nuthatch,72,22,0.003667889296432144
Eurasian Nuthatch,72,23,0.0010003334444814939
Eurasian Nuthatch,74,0,0.00175
Eurasian Nuthatch,74,1,0.001
Eurasian Nuthatch,74,2,0.0014444444444444444
Eurasian Nuthatch,74,3,0.30146666666666666
Eurasian Nuthatch,74,4,0.01599496644295302
Eurasian Nuthatch,74,5,0.02017217581896807
Eurasian Nuthatch,74,6,0.04612802452227222
Eurasian Nuthatch,74,7,0.03257791754018169
Eurasian Nuthatch,74,8,0.029943835833928713
Eurasian Nuthatch,74,9,0.051601995367895954
Eurasian Nuthatch,74,10,0.059095353019117926
Eurasian Nuthatch,74,11,0.04191236440052252
Eurasian Nuthatch,74,12,0.03943608002712784
Eurasian Nuthatch,74,13,0.033195612780162136
Eurasian Nuthatch,74,14,0.0473419689119171
Eurasian Nuthatch,74,15,0.10916673049917018
Eurasian Nuthatch,74,16,0.053059617745046465
Eurasian Nuthatch,74,17,0.04141372202591284
Eurasian Nuthatch,74,18,0.12274208072037306
Eurasian Nuthatch,74,19,0.0794770088248955
Eurasian Nuthatch,74,20,0.05439133986928105
Eurasian Nuthatch,74,21,0.06188212334113973
Eurasian Nuthatch,74,22,0.003333333333333333
Eurasian Nuthatch,74,23,0.001
Eurasian Nuthatch,76,0,0.0017505835278426142
Eurasian Nuthatch,76,1,0.0006668889629876625
Eurasian Nuthatch,76,2,0.0013337779259753248
Eurasian Nuthatch,76,3,0.3001667222407469
Eurasian Nuthatch,76,4,0.016025476053539097
Eurasian Nuthatch,76,5,0.02014586581286233
Eurasian Nuthatch,76,6,0.04613994790802569
Eurasian Nuthatch,76,7,0.03252996747809484
Eurasian Nuthatch,76,8,0.029937938350649708
Eurasian Nuthatch,76,9,0.05158792464047788
Eurasian Nuthatch,76,10,0.059108241456218895
Eurasian Nuthatch,76,11,0.04187975193185029
Eurasian Nuthatch,76,12,0.03941232360600363
Eurasian Nuthatch,76,13,0.033185119884978354
Eurasian Nuthatch,76,14,0.047326426022260726
Eurasian Nuthatch,76,15,0.1092391450795101
Eurasian Nuthatch,76,16,0.053054858370289656
Eurasian Nuthatch,76,17,0.04134991404673171
Eurasian Nuthatch,76,18,0.12282418629010763
Eurasian Nuthatch,76,19,0.07956468536423428
Eurasian Nuthatch,76,20,0.054415197222603615
Eurasian Nuthatch,76,21,0.061916813801321746
Eurasian Nuthatch,76,22,0.003260346041273017
Eurasian Nuthatch,76,23,0.0006668889629876625
Eurasian Nuthatch,78,0,0.0017922640880293432
Eurasian Nuthatch,78,1,0.001333777925975325
Eurasian Nuthatch,78,2,0.0017783705679671
Eurasian Nuthatch,78,3,0.3009003001000333
Eurasian Nuthatch,78,4,0.015764762750894595
Eurasian Nuthatch,78,5,0.020210160688003756
Eurasian Nuthatch,78,6,0.04616317354594622
Eurasian Nuthatch,78,7,0.0327243486007099
Eurasian Nuthatch,78,8,0.029991897751739268
Eurasian Nuthatch,78,9,0.05170354308375374
Eurasian Nuthatch,78,10,0.05911430064043684
Eurasian Nuthatch,78,11,0.04202184507347852
Eurasian Nuthatch,78,12,0.03956605406278186
Eurasian Nuthatch,78,13,0.03309706001189715
Eurasian Nuthatch,78,14,0.047281736399179694
Eurasian Nuthatch,78,15,0.10905818344401536
Eurasian Nuthatch,78,16,0.053068189133358326
Eurasian Nuthatch,78,17,0.04144167019159508
Eurasian Nuthatch,78,18,0.12256087292001337
Eurasian Nuthatch,78,19,0.07924889655895516
Eurasian Nuthatch,78,20,0.05416238964186319
Eurasian Nuthatch,78,21,0.06093209836534114
Eurasian Nuthatch,78,22,0.0032232966544403687
Eurasian Nuthatch,78,23,0.001333777925975325
Eurasian Nuthatch,80,0,0.0015416666666666667
Eurasian Nuthatch,80,1,0.0006666666666666666
Eurasian Nuthatch,80,2,0.0014444444444444444
Eurasian Nuthatch,80,3,0.2992
Eurasian Nuthatch,80,4,0.015326062639821031
Eurasian Nuthatch,80,5,0.019824743794798885
Eurasian Nuthatch,80,6,0.04567517772125481
Eurasian Nuthatch,80,7,0.03237330538085255
Eurasian Nuthatch,80,8,0.029595062316424545
Eurasian Nuthatch,80,9,0.051258952431854625
Eurasian Nuthatch,80,10,0.05869250425894378
Eurasian Nuthatch,80,11,0.04166229340603169
Eurasian Nuthatch,80,12,0.03915266191929468
Eurasian Nuthatch,80,13,0.0326206008583691
Eurasian Nuthatch,80,14,0.04681082325849165
Eurasian Nuthatch,80,15,0.10855138516532618
Eurasian Nuthatch,80,16,0.05263931264246888
Eurasian Nuthatch,80,17,0.04101943462897526
Eurasian Nuthatch,80,18,0.1219458112236694
Eurasian Nuthatch,80,19,0.07876699179439542
Eurasian Nuthatch,80,20,0.05372113289760348
Eurasian Nuthatch,80,21,0.059914910226385634
Eurasian Nuthatch,80,22,0.0031111111111111114
Eurasian Nuthatch,80,23,0.0006666666666666666
Eurasian Nuthatch,82,0,0.0022083333333333334
Eurasian Nuthatch,82,1,0.0016666666666666668
Eurasian Nuthatch,82,2,0.0022222222222222222
Eurasian Nuthatch,82,3,0.3055333333333333
Eurasian Nuthatch,82,4,0.016134787472035794
Eurasian Nuthatch,82,5,0.020693353474320244
Eurasian Nuthatch,82,6,0.04672330920237396
Eurasian Nuthatch,82,7,0.033219706498951784
Eurasian Nuthatch,82,8,0.030495435421132012
Eurasian Nuthatch,82,9,0.05229013005522894
Eurasian Nuthatch,82,10,0.059699933749763394
Eurasian Nuthatch,82,11,0.04259004941216562
Eurasian Nuthatch,82,12,0.0401069515089861
Eurasian Nuthatch,82,13,0.03359561278016214
Eurasian Nuthatch,82,14,0.04786609096142776
Eurasian Nuthatch,82,15,0.10985356823694627
Eurasian Nuthatch,82,16,0.0536259863229879
Eurasian Nuthatch,82,17,0.04197703180212014
Eurasian Nuthatch,82,18,0.12341630487216596
Eurasian Nuthatch,82,19,0.07990153274500696
Eurasian Nuthatch,82,20,0.05464705882352942
Eurasian Nuthatch,82,21,0.061248243559718966
Eurasian Nuthatch,82,22,0.0032962962962962963
Eurasian Nuthatch,82,23,0.0016666666666666668
Eurasian Nuthatch,84,0,0.0016672224074691564
Eurasian Nuthatch,84,1,0.0006668889629876625
Eurasian Nuthatch,84,2,0.0012226297654773814
Eurasian Nuthatch,84,3,0.3039013004334778
Eurasian Nuthatch,84,4,0.015238300910146782
Eurasian Nuthatch,84,5,0.01976403721565147
Eurasian Nuthatch,84,6,0.04577163234937309
Eurasian Nuthatch,84,7,0.0323205801887375
Eurasian Nuthatch,84,8,0.029594964615100326
Eurasian Nuthatch,84,9,0.05134871253182737
Eurasian Nuthatch,84,10,0.05880206330370582
Eurasian Nuthatch,84,11,0.04169215035102006
Eurasian Nuthatch,84,12,0.03917826796792556
Eurasian Nuthatch,84,13,0.03265847795712543
Eurasian Nuthatch,84,14,0.04686881810344381
Eurasian Nuthatch,84,15,0.10888066991307839
Eurasian Nuthatch,84,16,0.052727377651221284
Eurasian Nuthatch,84,17,0.041030461272721065
Eurasian Nuthatch,84,18,0.12236173916792009
Eurasian Nuthatch,84,19,0.07898684915408404
Eurasian Nuthatch,84,20,0.053778002253474476
Eurasian Nuthatch,84,21,0.0601964901649496
Eurasian Nuthatch,84,22,0.0027046052387832984
Eurasian Nuthatch,84,23,0.0006668889629876625
Eurasian Nuthatch,86,0,0.0011666666666666665
Eurasian Nuthatch,86,1,0.0006666666666666666
Eurasian Nuthatch,86,2,0.001
Eurasian Nuthatch,86,3,0.30733333333333335
Eurasian Nuthatch,86,4,0.015037472035794183
Eurasian Nuthatch,86,5,0.019658521414608138
Eurasian Nuthatch,86,6,0.04585201852214179
Eurasian Nuthatch,86,7,0.032258560447239695
Eurasian Nuthatch,86,8,0.029525760101611495
Eurasian Nuthatch,86,9,0.051439114555496164
Eurasian Nuthatch,86,10,0.058884298693923906
Eurasian Nuthatch,86,11,0.04171846424717442
Eurasian Nuthatch,86,12,0.03921322482197355
Eurasian Nuthatch,86,13,0.03263710061993324
Eurasian Nuthatch,86,14,0.04698307426597582
Eurasian Nuthatch,86,15,0.1092503510787693
Eurasian Nuthatch,86,16,0.05277204979835174
Eurasian Nuthatch,86,17,0.04107582449941107
Eurasian Nuthatch,86,18,0.12291397330760573
Eurasian Nuthatch,86,19,0.07916999535531816
Eurasian Nuthatch,86,20,0.05362363834422658
Eurasian Nuthatch,86,21,0.06009992193598751
Eurasian Nuthatch,86,22,0.0022222222222222222
Eurasian Nuthatch,86,23,0.0006666666666666666
Eurasian Nuthatch,88,0,0.00041666666666666664
Eurasian Nuthatch,88,1,0.0003333333333333333
Eurasian Nuthatch,88,2,0.0003333333333333333
Eurasian Nuthatch,88,3,0.3047333333333333
Eurasian Nuthatch,88,4,0.0138831096196868
Eurasian Nuthatch,88,5,0.018751406907173748
Eurasian Nuthatch,88,6,0.04469480858279528
Eurasian Nuthatch,88,7,0.03143880736081994
Eurasian Nuthatch,88,8,0.028561244740811304
Eurasian Nuthatch,88,9,0.0503685640477463
Eurasian Nuthatch,88,10,0.05771469808820746
Eurasian Nuthatch,88,11,0.04075912989152042
Eurasian Nuthatch,88,12,0.038275415395049174
Eurasian Nuthatch,88,13,0.0314963280877444
Eurasian Nuthatch,88,14,0.04579896373056994
Eurasian Nuthatch,88,15,0.10775041491127282
Eurasian Nuthatch,88,16,0.051721374715062246
Eurasian Nuthatch,88,17,0.04003886925795053
Eurasian Nuthatch,88,18,0.121178002894356
Eurasian Nuthatch,88,19,0.0777066109304846
Eurasian Nuthatch,88,20,0.052388616557734205
Eurasian Nuthatch,88,21,0.05774160811865729
Eurasian Nuthatch,88,22,0.0011851851851851852
Eurasian Nuthatch,88,23,0.0003333333333333333
Eurasian Nuthatch,90,0,0.001875625208402801
Eurasian Nuthatch,90,1,0.001333777925975325
Eurasian Nuthatch,90,2,0.0016672224074691562
Eurasian Nuthatch,90,3,0.3067689229743248
Eurasian Nuthatch,90,4,0.01534907609024037
Eurasian Nuthatch,90,5,0.02007063784604939
Eurasian Nuthatch,90,6,0.04608227525656012
Eurasian Nuthatch,90,7,0.03274019362149368
Eurasian Nuthatch,90,8,0.02991490932001546
Eurasian Nuthatch,90,9,0.05173263705040466
Eurasian Nuthatch,90,10,0.05913688056912402
Eurasian Nuthatch,90,11,0.04210212400555396
Eurasian Nuthatch,90,12,0.039603367280446486
Eurasian Nuthatch,90,13,0.03290739259295302
Eurasian Nuthatch,90,14,0.047217235912258605
Eurasian Nuthatch,90,15,0.10929035581757178
Eurasian Nuthatch,90,16,0.05307853801521426
Eurasian Nuthatch,90,17,0.041397338571043114
Eurasian Nuthatch,90,18,0.12269807897052676
Eurasian Nuthatch,90,19,0.0792775483142159
Eurasian Nuthatch,90,20,0.05390658541954072
Eurasian Nuthatch,90,21,0.05969593299249633
Eurasian Nuthatch,90,22,0.0032232966544403687
Eurasian Nuthatch,90,23,0.001333777925975325
Eurasian Nuthatch,92,0,0.0015
Eurasian Nuthatch,92,1,0.0006666666666666666
Eurasian Nuthatch,92,2,0.0012222222222222222
Eurasian Nuthatch,92,3,0.3038
Eurasian Nuthatch,92,4,0.014733221476510069
Eurasian Nuthatch,92,5,0.01957274450565725
Eurasian Nuthatch,92,6,0.04561064370964586
Eurasian Nuthatch,92,7,0.03226224085720941
Eurasian Nuthatch,92,8,0.02941355084543939
Eurasian Nuthatch,92,9,0.05125770532691965
Eurasian Nuthatch,92,10,0.0586109218247208
Eurasian Nuthatch,92,11,0.041605384222184356
Eurasian Nuthatch,92,12,0.03910016954899966
Eurasian Nuthatch,92,13,0.03234554124940391
Eurasian Nuthatch,92,14,0.04663408175014392
Eurasian Nuthatch,92,15,0.10868083748244607
Eurasian Nuthatch,92,16,0.05254778186919165
Eurasian Nuthatch,92,17,0.04088368669022379
Eurasian Nuthatch,92,18,0.1221252612960283
Eurasian Nuthatch,92,19,0.07860613098002787
Eurasian Nuthatch,92,20,0.05328894335511983
Eurasian Nuthatch,92,21,0.05898360655737705
Eurasian Nuthatch,92,22,0.0022962962962962963
Eurasian Nuthatch,92,23,0.0006666666666666666
Eurasian Nuthatch,94,0,0.0012916666666666667
Eurasian Nuthatch,94,1,0.001
Eurasian Nuthatch,94,2,0.0011111111111111111
Eurasian Nuthatch,94,3,0.3024
Eurasian Nuthatch,94,4,0.0142248322147651
Eurasian Nuthatch,94,5,0.019243705941591138
Eurasian Nuthatch,94,6,0.045117035152938106
Eurasian Nuthatch,94,7,0.032014907989750756
Eurasian Nuthatch,94,8,0.029053266650789868
Eurasian Nuthatch,94,9,0.050830482807767675
Eurasian Nuthatch,94,10,0.0581407344311944
Eurasian Nuthatch,94,11,0.04128670415175782
Eurasian Nuthatch,94,12,0.03876832824686335
Eurasian Nuthatch,94,13,0.03186275631855031
Eurasian Nuthatch,94,14,0.04617501439263098
Eurasian Nuthatch,94,15,0.1080271926464956
Eurasian Nuthatch,94,16,0.05213326319480975
Eurasian Nuthatch,94,17,0.040507361601884576
Eurasian Nuthatch,94,18,0.12129667149059335
Eurasian Nuthatch,94,19,0.07797135779532435
Eurasian Nuthatch,94,20,0.05277723311546841
Eurasian Nuthatch,94,21,0.05762685402029664
Eurasian Nuthatch,94,22,0.002037037037037037
Eurasian Nuthatch,94,23,0.001
Eurasian Nuthatch,96,0,0.0015838612870956986
Eurasian Nuthatch,96,1,0.001333777925975325
Eurasian Nuthatch,96,2,0.0014449260864732687
Eurasian Nuthatch,96,3,0.31057019006335446
Eurasian Nuthatch,96,4,0.014520500121964592
Eurasian Nuthatch,96,5,0.01959301877357022
Eurasian Nuthatch,96,6,0.04565100256140947
